3220,uunaqchilgataq-,"to become warm, heat",,,,,,
3221,uunaqtuq,hot springs,,,,,,
3222,uunqchi-,(i) to already be warm,,,,,,
3223,uunqchichaun,hot pad,,,,,,
3224,uuqchaqti,a doctor,,,,,,
3225,uuqchaqti,physician,,,,,,
3226,uuraqchuun,"ruler, for measuring",,,,,,
3227,uusrraaq-*,to measure,,,,,,
3228,uutiq,a burn,,,,,,
3229,uutiq,cooked in summer dry fish,,,,,,
3230,uutukuu,very little,,,,,,
3231,uuyu,extension,,,,,,
3232,uvlum qitqa,noon,,,,,,
3233,uwaŋa,"me, I",,,,,,
3234,uwaqtigun,eraser,,,,,,
3235,uyaġak,rock,,,,,,
3236,uyaġak tiiqpuaqtuaq*,jade,,,,,,
3237,uyuġait iluat,cave,,,,,,
3238,uyuġuq,nephew,,,,,,
3239,uyuġuuraq,niece,,,,,,
3240,waaŋa,"me, I",,,,,,
3241,waaŋa atimnun ililuu,?,,,,,,
3242,wiiŋiaqtuuyuuq,whistlers-black ducks,,,,,,
3243,wiivilaq,child,,,,,,
3244,wiivilat,children,,,,,,
3245,wiivilauraq,baby,,,,,,
3246,yugit-,(i) to travel from place to place,,,,,,
3247,yukchaun,"medicine, pill, medication",,,,,,
3248,yuqaksrat,merchandise,,,,,,
3249,yuuguq,fish scale,,,,,,
3250,yuuqaq,a non-alcoholic hot beverage,,,,,,
3251,yuuqaq-,to drink a hot beverage,Imaiqłhun yuuqaqtuq. ,S/he drank all of it. ,Uvva argipaŋmik tupksraliqłuŋa yuuqaqtuŋa. ,I'm drinking coffee and eating the cake. ,,
3252,qawani,up the coast (not visible),,,,,,
3253,tatqauŋa*,to the coast (not visible),,,,,,
3254,tatkiwwa*,up the coast (not visible),,,,,,
3255,tatkiwanni*,in at on the coast (not visible),,,,,,
3256,tatkawakŋa*,from the coast (not visible),,,,,,
3257,tatkauŋa*,through the coast (not visible) ,,,,,,
3258,taamna,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) abs. ",,,,,,
3259,taavruma,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) rel. ",,,,,,
3260,taaptumani,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) loc. ",,,,,,
3261,taaptumuŋa,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) ter. ",,,,,,
3262,taaptumaŋŋa,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) abl.",,,,,,
3263,taaptumuuna,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) via. ",,,,,,
3264,taaptumatun,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) sim. ",,,,,,
3265,taaptumiŋa,"that one right there (visible, not lengthly nor moving, near listener, away from speaker) mod. ",,,,,,
3266,kanna,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), abs. ",,,,,,
3267,kattuma,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), rel. ",,,,,,
3268,kattumani,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), loc. ",,,,,,
3269,kattumuŋa,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), ter. ",,,,,,
3270,kattuma'ŋŋa,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), abl. ",,,,,,
3271,kattumuuna,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), via. ",,,,,,
3272,kattumatun,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), sim. ",,,,,,
3273,kattumiŋa,"that one down there (visible, not lengthy nor moving, near listener, away from speaker), mod. ",,,,,,
3274,unna,"that one down there (visible, moving or lengthy, away from the speaker and listener) abs. ",,,,,,
3275,urruma,"that one down there (visible, moving or lengthy, away from the speaker and listener) rel.",,,,,,
3276,usrumani,"that one down there (visible, moving or lengthy, away from the speaker and listener) loc.",,,,,,
3277,usrru*,"that one down there (visible, moving or lengthy, away from the speaker and listener) ter.",,,,,,
3278,uttuma'ŋŋa,"that one down there (visible, moving or lengthy, away from the speaker and listener) abl. ",,,,,,
3279,uttumuuna,"that one down there (visible, moving or lengthy, away from the speaker and listener) via. ",,,,,,
3280,uttumatun,"that one down there (visible, moving or lengthy, away from the speaker and listener) sim. ",,,,,,
3281,uttumiŋa,"that one down there (visible, moving or lengthy, away from the speaker and listener) mod. ",,,,,,
3282,chamna,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) abs. ",,,,,,
3283,chapruma,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) rel. ",,,,,,
3284,saptumani*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) loc. ",,,,,,
3285,saptumuŋa*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) ter.",,,,,,
3286,saptuma'ŋŋa*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) abl. ",,,,,,
3287,saptumuuna*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) via.",,,,,,
3288,saptumatun*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener)  sim. ",,,,,,
3289,saptumiŋa*,"that one down there (not visible, downstairs, under the table, away from the speaker and the listener) mod. ",,,,,,
3290,kigna,"that one out there (visible, not moving or lengthy, away from both speak and listener) abs. ",,,,,,
3291,kiktuma,"that one out there (visible, not moving or lengthy, away from both speak and listener) rel. ",,,,,,
3292,kiktumani,"that one out there (visible, not moving or lengthy, away from both speak and listener) loc. ",,,,,,
3293,kiktumuŋa,"that one out there (visible, not moving or lengthy, away from both speak and listener) ter.",,,,,,
3294,kiktuma'ŋŋa,"that one out there (visible, not moving or lengthy, away from both speak and listener) abl. ",,,,,,
3295,kiktumuuna,"that one out there (visible, not moving or lengthy, away from both speak and listener) via. ",,,,,,
3296,kiktumatun,"that one out there (visible, not moving or lengthy, away from both speak and listener) sim. ",,,,,,
3297,kiktumiŋa,"that one out there (visible, not moving or lengthy, away from both speak and listener) mod. ",,,,,,
3298,qaŋna,"that one out there (visible, moving or lengthy, away from both speaker and the listener) abs. ",,,,,,
3299,qaktuma,"that one out there (visible, moving or lengthy, away from both speaker and the listener) rel. ",,,,,,
3300,qaktumani,"that one out there (visible, moving or lengthy, away from both speaker and the listener) loc.",,,,,,
3301,qaktumuŋa ,"that one out there (visible, moving or lengthy, away from both speaker and the listener) ter.",,,,,,
3302,qaktuma'ŋŋa,"that one out there (visible, moving or lengthy, away from both speaker and the listener) abl.",,,,,,
3303,qaktumuuna,"that one out there (visible, moving or lengthy, away from both speaker and the listener) via.",,,,,,
3304,qaktumatun,"that one out there (visible, moving or lengthy, away from both speaker and the listener) sim.",,,,,,
3305,qaktumiŋa,"that one out there (visible, moving or lengthy, away from both speaker and the listener) mod.",,,,,,
3306,qakimna,"that one out there(not visible, immediately outside, away from the speaker and the listener) abs.",,,,,,
3307,qakipruma,"that one out there(not visible, immediately outside, away from the speaker and the listener) rel. ",,,,,,
3308,qakiprumani,"that one out there(not visible, immediately outside, away from the speaker and the listener) loc.",,,,,,
3309,qakipumuuna,"that one out there(not visible, immediately outside, away from the speaker and the listener) ter.",,,,,,
3310,qakipuma'ŋŋa,"that one out there(not visible, immediately outside, away from the speaker and the listener) abl.",,,,,,
3311,qakupumuuna,"that one out there(not visible, immediately outside, away from the speaker and the listener) via.",,,,,,
3312,qakipumatun,"that one out there(not visible, immediately outside, away from the speaker and the listener) sim.",,,,,,
3313,qakipumiŋa,"that one out there(not visible, immediately outside, away from the speaker and the listener) mod.",,,,,,
3314,iŋna,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) abs.",,,,,,
3315,igruma,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) rel.",,,,,,
3316,ikrumani,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) loc.",,,,,,
3317,iktumuŋa,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) ter.",,,,,,
3318,iktuma'ŋŋa,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) abl.",,,,,,
3319,iktumuuna,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener)  via. ",,,,,,
3320,iktumatun,"that one over ther (visible, not moving or lengthy, away from the speaker and the listener) sim.",,,,,,
3321,iktumiŋa,"that one over there (visible, not moving or lengthy, away from the speaker and the listener) mod.",,,,,,
3322,amna,"that one over there (visible, moving or lengthy, away from the speaker and the listener) abs. ",,,,,,
3323,aprumani,"that one over there (visible, moving or lengthy, away from the speaker and the listener) rel.",,,,,,
3324,aptumani,"that one over there (visible, moving or lengthy, away from the speaker and the listener) loc.",,,,,,
3325,aptumuŋa,"that one over there (visible, moving or lengthy, away from the speaker and the listener) ter.",,,,,,
3326,aptuma'ŋŋa,"that one over there (visible, moving or lengthy, away from the speaker and the listener) abl.",,,,,,
3327,aptumuuna,"that one over there (visible, moving or lengthy, away from the speaker and the listener) via.",,,,,,
3328,aptumatun,"that one over there (visible, moving or lengthy, away from the speaker and the listener) sim.",,,,,,
3329,aptumiŋa,"that one over there (visible, moving or lengthy, away from the speaker and the listener) mod.",,,,,,
3330,piŋna,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) abs",,,,,,
3331,piksruma,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) rel.",,,,,,
3332,piktumani,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) loc. ",,,,,,
3333,piktumuŋa,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) ter.",,,,,,
3334,piktuma'ŋŋa,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) abl.",,,,,,
3335,piktumuuna,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) via.",,,,,,
3336,piktumatun,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) sim. ",,,,,,
3337,piktumiŋa,"that one up there (visible, not moving nor lengthy, away from both the speaker and the listener) mod.",,,,,,
3338,pakma,"that one up there (not visible, in heaven, way from speaker and the listener) abs. ",,,,,,
3339,paksruma,"that one up there (not visible, in heaven, way from speaker and the listener) rel.",,,,,,
3340,paptumani,"that one up there (not visible, in heaven, way from speaker and the listener) loc. ",,,,,,
3341,paptumuŋa,"that one up there (not visible, in heaven, way from speaker and the listener) ter.",,,,,,
3342,paptuma'ŋŋa,"that one up there (not visible, in heaven, way from speaker and the listener) abl.",,,,,,
3343,paptumuuna,"that one up there (not visible, in heaven, way from speaker and the listener) via. ",,,,,,
3344,paptumatun,"that one up there (not visible, in heaven, way from speaker and the listener) sim. ",,,,,,
3345,paptumiŋa,"that one up there (not visible, in heaven, way from speaker and the listener) abs. ",,,,,,
3346,kimna,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) abs. ",,,,,,
3347,kipsruma,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) rel.",,,,,,
3348,kiptumani,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) loc. ",,,,,,
3349,kiptumuŋa,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) ter.",,,,,,
3350,kiptuma'ŋŋa,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) abl.",,,,,,
3351,kiptumuuna,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) via. ",,,,,,
3352,kiptumatun,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) sim.",,,,,,
3353,kiptumiŋa,"that one in there (visible, inside a dwelling or large container, away from both the speaker and the listener) mod. ",,,,,,
3354,qamna,"that one in there (not visible, away from the speaker and the listener) abs. ",,,,,,
3355,qapsruma,"that one in there (not visible, away from the speaker and the listener) rel.",,,,,,
3356,qaptumani,"that one in there (not visible, away from the speaker and the listener) loc.",,,,,,
3357,qaptumuŋa,"that one in there (not visible, away from the speaker and the listener) ter.",,,,,,
3358,qaptuma'ŋŋa,"that one in there (not visible, away from the speaker and the listener) abl.",,,,,,
3359,qaptumuuna,"that one in there (not visible, away from the speaker and the listener) via.",,,,,,
3360,qaptumatun,"that one in there (not visible, away from the speaker and the listener) sim.",,,,,,
3361,qaptumiŋa,"that one in there (not visible, away from the speaker and the listener) mod. ",,,,,,
3362,pikka,"up there (visible, not moving or extended, away from the speaker and the listener)",,,,,,
3363,pikani,"up there (visible, not moving or extended, away from the speaker and the listener) loc.",,,,,,
3364,pikuŋa,"up there (visible, not moving or extended, away from the speaker and the listener) loc.",,,,,,
3365,pikkaŋŋa,"up there (visible, not moving or extended, away from the speaker and the listener) loc.",,,,,,
3366,pikuuna,"up there (visible, not moving or extended, away from the speaker and the listener) loc.",,,,,,
3367,pagga,"up there (visible moving or extended, away from the speaker and the listener",,,,,,
3368,paani,"up there (visible moving or extended, away from the speaker and the listener) loc.",,,,,,
3369,pauŋa,"up there (visible moving or extended, away from the speaker and the listener) ter.",,,,,,
3370,paa'ŋŋa,"up there (visible moving or extended, away from the speaker and the listener (abl.)",,,,,,
3371,pauna,"up there (visible moving or extended, away from the speaker and the listener (via.) ",,,,,,
3372,pamma,"up there (not visible, upstairs, in heaven)",,,,,,
3373,pamani,"up there (not visible, upstairs, in heaven) loc.",,,,,,
3374,pamuŋa,"up there (not visible, upstairs, in heaven) ter.",,,,,,
3375,pama'ŋŋa,"up there (not visible, upstairs, in heaven) abl.",,,,,,
3376,pamuuna,"up there (not visible, upstairs, in heaven) via.",,,,,,
3377,kanna,"down there (visible, not moving nor extended, away from the speaker and the listener)",,,,,,
3378,kanani,"down there (visible, not moving nor extended, away from the speaker and the listener) loc.",,,,,,
3379,kanuŋa,"down there (visible, not moving nor extended, away from the speaker and the listener) ter.",,,,,,
3380,kana'ŋŋa,"down there (visible, not moving nor extended, away from the speaker and the listener) abl.",,,,,,
3381,kanuuna,"down there (visible, not moving nor extended, away from the speaker and the listener) via. ",,,,,,
3382,unna,"down there (visible, moving or extended, away from the speaker and the listener)",,,,,,
3383,unani,"down there (visible, moving or extended, away from the speaker and the listener) loc.",,,,,,
3384,unuŋa,"down there (visible, moving or extended, away from the speaker and the listener) ter.",,,,,,
3385,una'ŋŋa,"down there (visible, moving or extended, away from the speaker and the listener) abl.",,,,,,
3386,unuuna,"down there (visible, moving or extended, away from the speaker and the listener) via.",,,,,,
3387,chamma,"down there (not visible, under the table, downstairs, way out in the ocean)",,,,,,
3388,chamani,"down there (not visible, under the table, downstairs, way out in the ocean) loc.",,,,,,
3389,chamuŋa,"down there (not visible, under the table, downstairs, way out in the ocean) ter.",,,,,,
3390,chama'ŋŋa,"down there (not visible, under the table, downstairs, way out in the ocean) abl.",,,,,,
3391,chamuuna,"down there (not visible, under the table, downstairs, way out in the ocean) via. ",,,,,,
3392,ikka,"over there (visible, not moving nor extended, away from the speaker and the listener)",,,,,,
3393,ikani,"over there (visible, not moving nor extended, away from the speaker and the listener) loc.",,,,,,
3394,ikuŋa,"over there (visible, not moving nor extended, away from the speaker and the listener) ter.",,,,,,
3395,ikaŋŋa,"over there (visible, not moving nor extended, away from the speaker and the listener) abl. ",,,,,,
3396,ikuuna,"over there (visible, not moving nor extended, away from the speaker and the listener) via.",,,,,,
3397,awwa*,"over there (visible, moving or extended, away from the speaker and the listener)",,,,,,
3398,awani,"over there (visible, moving or extended, away from the speaker and the listener) loc.",,,,,,
3399,awuŋa,"over there (visible, moving or extended, away from the speaker and the listener) ter.",,,,,,
3400,awa'ŋŋa,"over there (visible, moving or extended, away from the speaker and the listener) abl.",,,,,,
3401,awunna,"over there (visible, moving or extended, away from the speaker and the listener) via. ",,,,,,
3402,amma,"over there (not visible, other side of a barrier or in another room or house, away from the speaker and the listener)",,,,,,
3403,amani,"over there (not visible, other side of a barrier or in another room or house, away from the speaker and the listener) loc.",,,,,,
3404,amuŋa,"over there (not visible, other side of a barrier or in another room or house, away from the speaker and the listener) ter.",,,,,,
3405,ama'ŋŋa,"over there (not visible, other side of a barrier or in another room or house, away from the speaker and the listener) abl.",,,,,,
3406,amuuna,"over there (not visible, other side of a barrier or in another room or house, away from the speaker and the listener) via.",,,,,,
3407,kigga,"out there (visible, not moving nor extended, away from the speaker and the listener",,,,,,
3408,kiani,"out there (visible, not moving nor extended, away from the speaker and the listener) loc. ",,,,,,
3409,kiuŋa,"out there (visible, not moving nor extended, away from the speaker and the listener) ter.",,,,,,
3410,kia'ŋŋa,"out there (visible, not moving nor extended, away from the speaker and the listener) abl. ",,,,,,
3411,kuna,"out there (visible, not moving nor extended, away from the speaker and the listener) via. ",,,,,,
3412,qawwa*,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener)",,,,,,
3413,qaani*,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) loc.",,,,,,
3414,qauŋa,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) ter.",,,,,,
3415,qawa'ŋŋa,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) abl.",,,,,,
3416,qawuna,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) via.",,,,,,
3417,qauna,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) via.",,,,,,
3418,qakma,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) ",,,,,,
3419,qaŋmani,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) loc.",,,,,,
3420,qaŋmuŋa,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) ter.",,,,,,
3421,qaŋmakŋa,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) abl.",,,,,,
3422,qaŋmaŋŋa,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) abl.",,,,,,
3423,qakmuuna,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) via.",,,,,,
3424,qaŋmuuna,"out there (not visible, immediately outside the house or next door, away from the speaker and the listener) via. ",,,,,,
3425,kivva,"in there (visible, inside a dwelling or a large container, not moving nor extended, away from the speaker and the listener) ",,,,,,
3426,kivani*,"in there (visible, inside a dwelling or a large container, not moving nor extended, away from the speaker and the listener) loc.",,,,,,
3427,kiuŋa,"in there (visible, inside a dwelling or a large container, not moving nor extended, away from the speaker and the listener) ter.",,,,,,
3428,kiwa'ŋŋa,"in there (visible, inside a dwelling or a large container, not moving nor extended, away from the speaker and the listener) abl. ",,,,,,
3429,kivuuna*,"in there (visible, inside a dwelling or a large container, not moving nor extended, away from the speaker and the listener) via. ",,,,,,
3430,qamma,"in there (not visible, inside a dwelling or a long large container, away from the speaker and the listener)",,,,,,
3431,qamani,"in there (not visible, inside a dwelling or a long large container, away from the speaker and the listener) loc.",,,,,,
3432,qamuŋa,"in there (not visible, inside a dwelling or a long large container, away from the speaker and the listener) ter.",,,,,,
3433,qama'ŋŋa,"in there (not visible, inside a dwelling or a long large container, away from the speaker and the listener) abl.",,,,,,
3434,qamuuna,"in there (not visible, inside a dwelling or a long large container, away from the speaker and the listener) via.",,,,,,
3435,tavra*,"right there (visible, not moving or extended, away from the speaker or listener)",,,,,,
3436,tarrani,"right there (visible, not moving or extended, away from the speaker or listener) loc.",,,,,,
3437,tabruŋa,"right there (visible, not moving or extended, away from the speaker or listener) ter.",,,,,,
3438,tabra'ŋŋa,"right there (visible, not moving or extended, away from the speaker or listener) abl.",,,,,,
3439,tabrumuuna,"right there (visible, not moving or extended, away from the speaker or listener) via.",,,,,,
3440,tamarra,"right there (visible, moving or extended, away from the speaker or listener)",,,,,,
3441,tamaani,"right there (visible, moving or extended, away from the speaker or listener) loc.",,,,,,
3442,tamauŋa,"right there (visible, moving or extended, away from the speaker or listener) ter.",,,,,,
3443,tamaakŋa,"right there (visible, moving or extended, away from the speaker or listener) abl.",,,,,,
3444,tabrumuuna,"right there (visible, moving or extended, away from the speaker or listener) via.",,,,,,
3445,ukuak,these 2 (not lengthy or moving) abs. or rel.,,,,,,
3446,ukua,these 3+ (not lenghty or moving) abs. or rel.,,,,,,
3447,ukunakni,these 2 (not lengthy or moving) loc.,,,,,,
3448,ukunani,these 3+ (not lenghty or moving) loc.,,,,,,
3449,uksruŋuuŋa,these 2 (not lengthy or moving) ter.,,,,,,
3450,ukunuŋa,these 3+ (not lenghty or moving) ter.,,,,,,
3451,ukuŋna'ŋŋa,these 2 (not lengthy or moving) abl.,,,,,,
3452,ukuŋna'ŋŋa,these 3+ (not lenghty or moving) abl.,,,,,,
3453,ukuŋnuuna,these 2 (not lengthy or moving) via.,,,,,,
3454,ukunuuna,these 3+ (not lenghty or moving) via.,,,,,,
3455,ukuŋnaktun,these 2 (not lengthy or moving) sim.,,,,,,
3456,ukunatitun,these 3+ (not lenghty or moving) sim.,,,,,,
3457,ukuŋniŋa,these 2 (not lengthy or moving) mod.,,,,,,
3458,ukuniŋa,these 3+ (not lenghty or moving) mod.,,,,,,
3459,makuak,"these 2 (visible, lengthy or moving) abs. or rel.",,,,,,
3460,makua,"these 3+ (visible, lenghty or moving) abs. or rel.",,,,,,
3461,makuŋnaŋni,"these 2 (visible, lengthy or moving) loc.",,,,,,
3462,makunani,"these 3+ (visible, lenghty or moving) loc.",,,,,,
3463,makuŋnuŋa,"these 2 (visible, lengthy or moving) ter.",,,,,,
3464,makunuŋa,"these 3+ (visible, lenghty or moving) ter.",,,,,,
3465,makuŋna'ŋŋa,"these 2 (visible, lengthy or moving) abl.",,,,,,
3466,makunakŋa,"these 3+ (visible, lenghty or moving) abl.",,,,,,
3467,makuŋnuuna,"these 2 (visible, lengthy or moving) via.",,,,,,
3468,makunuuna,"these 3+ (visible, lenghty or moving) via.",,,,,,
3469,makuŋnaktun,"these 2 (visible, lengthy or moving) sim.",,,,,,
3470,makunachitun,"these 3+ (visible, lenghty or moving) sim.",,,,,,
3471,makuŋniŋa,"these 2 (visible, lengthy or moving) mod.",,,,,,
3472,makuniŋa,"these 3+ (visible, lenghty or moving) mod.",,,,,,
3473,una,"this (visible, not lengthy or moving) abs.",,,,,,
3474,uuma,"this (visible, not lengthy or moving) rel. ",,,,,,
3475,uumani,"this (visible, not lengthy or moving) loc.",,,,,,
3476,uumuŋa,"this (visible, not lengthy or moving) ter.",,,,,,
3477,uuma'ŋŋa,"this (visible, not lengthy or moving) abl.",,,,,,
3478,uumuuna,"this (visible, not lengthy or moving) via.",,,,,,
3479,uumanitun,"this (visible, not lengthy or moving) sim.",,,,,,
3480,uumiŋa,"this (visible, not lengthy or moving) mod.",,,,,,
3481,manna,"this (visible, lenghty or moving) abs.",,,,,,
3482,mattuma,"this (visible, lenghty or moving) rel. ",,,,,,
3483,mattumani,"this (visible, lenghty or moving) loc. ",,,,,,
3484,mattumuŋa,"this (visible, lenghty or moving) ter.",,,,,,
3485,mattuma'ŋŋa,"this (visible, lenghty or moving) abl.",,,,,,
3486,mattumuuna,"this (visible, lenghty or moving) via. ",,,,,,
3487,mattumatun,"this (visible, lenghty or moving) sim.",,,,,,
3488,mattumiŋa,"this (visible, lenghty or moving) mod.",,,,,,
3489,katkuak,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) abs. & rel. ",,,,,,
3490,katkua,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) abs. & rel. ",,,,,,
3491,katkuŋnakni,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) loc.",,,,,,
3492,katkunani,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) loc.",,,,,,
3493,katkuŋnuŋa,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) ter.",,,,,,
3494,katkunuŋa,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) ter.",,,,,,
3495,katkuŋna'ŋŋa,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) abl.",,,,,,
3496,katkuna'ŋŋa,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) abl.",,,,,,
3497,katuŋnuuna,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) via.",,,,,,
3498,katkunuuna,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) via.",,,,,,
3499,katkuŋnaktun,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) sim.",,,,,,
3500,katkunanitun,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) sim.",,,,,,
3501,katkuŋniŋa,"those 2 down there (visible, not lenghty nor moving, away from the speaker and the listener) mod.",,,,,,
3502,katkuniŋa,"those 3+ down there (visible, not lenghty nor moving, away from the speaker and the listener) mod.",,,,,,
3503,utkuak,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) abs. & rel. ",,,,,,
3504,utkua,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) abs. & rel. ",,,,,,
3505,utkuŋnaŋni,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) loc.",,,,,,
3506,utkunani,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) loc.",,,,,,
3507,uksruŋuuna,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) ter.",,,,,,
3508,ukunuŋa,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) ter.",,,,,,
3509,ukuŋna'ŋŋa,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) abl. ",,,,,,
3510,ukunaŋŋa,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) abl.",,,,,,
3511,ukuŋnuuna,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) via. ",,,,,,
3512,ukunuuna,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) via.",,,,,,
3513,ukuŋnaktun,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) sim. ",,,,,,
3514,ukunatitun,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) sim. ",,,,,,
3515,ukuŋniŋa,"those 2 down there (visible, moving or lenghty, away from the speaker and the listener) mod. ",,,,,,
3516,ukuniŋa,"those 3+ down there (visible, moving or lenghty, away from the speaker and the listener) mod. ",,,,,,
3517,chapkuak,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) abs. & rel. ",,,,,,
3518,chapkua,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) abs. & rel. ",,,,,,
3519,chapkuŋnaŋni,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) loc.",,,,,,
3520,chapkunani,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) loc.",,,,,,
3521,chapkuŋnuŋa,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) ter.",,,,,,
3522,chapkunuŋa,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) ter.",,,,,,
3523,chapkuŋna'ŋŋa,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) abl. ",,,,,,
3524,chapkuna'ŋŋa,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) abl. ",,,,,,
3525,chapkuŋnuuna,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) via. ",,,,,,
3526,chapkunuuna,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener)  via. ",,,,,,
3527,chapkuŋnaktun,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) sim. ",,,,,,
3528,chapkunanitun,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) sim.  ",,,,,,
3529,chapkuŋniŋa,"those 2 down there (not visible, downstairs, under the table, away from the speaker and the listener) mod.  ",,,,,,
3530,chapkuniŋa,"those 3+ down there (not visible, downstairs, under the table, away from the speaker and the listener) mod. ",,,,,,
3531,kipkuak,"those 2 in there (visible, inside a dwelling or a large container, away from the speaker and the listener) abs & rel.",,,,,,
3532,kipkua,"those 3+ in there (visible, inside a dwelling or a large container, away from the speaker and the listener) abs & rel.",,,,,,
3533,kipkuŋnakni,"those 2 in there (visible, inside a dwelling or a large container, away from the speaker and the listener) loc.",,,,,,
3534,kipkunani,"those 3+ in there (visible, inside a dwelling or a large container, away from the speaker and the listener) loc. ",,,,,,
3535,kipkuŋnuŋa,"those 2 in there (visible, inside a dwelling or a large container, away from the speaker and the listener) ter.",,,,,,
