1021,iliaġiqchuan,"bra, brassiere, to keep in shape",,,,,,
1022,iliapau-,(i) to have a need; to lack ,,,,,,
1023,ilichaq-,to practice,,,,,,
1024,ilichausri,teacher,,,,,,
1025,ilichausri-,(i) to teach,,,,,,
1026,ilichausriri,teacher,,,,,,
1027,ilichauti-,(t) to teach,,,,,,
1028,ilichi-,"(i) to place, set",,,,,,
1029,ilichi-,to study,,,,,,
1030,ilichima-,"to know, to be aware",,,,,,
1031,ilichimaliġi-,to become acquainted with (t),,,,,,
1032,ilichimauti-,to be acquainted (i),,,,,,
1033,ilichitiġi-,"(t) to tease, make fun of",,,,,,
1034,ilichuk-,to practice,,,,,,
1035,ilichukchaq,"schooling, education",,,,,,
1036,ilichukchaq-,(i) to learn ,,,,,,
1037,ilichukchaqtuq,student,,,,,,
1038,ilichukchaqtuq*,lesson,,,,,,
1039,iligaaġruk*,boy,,,,,,
1040,ilik-,"(t) to get scorched, to scorch food",,,,,,
1041,iliktaq,a burn,,,,,,
1042,ilikuti-,to cut a pattern,,,,,,
1043,ilimachuk-,(i) to suspect,,,,,,
1044,ilimai-,(t) to suspect,,,,,,
1045,ilimanaq-,"(I) to be suspected, to arouse suspicion; be suspicious",,,,,,
1046,ilimatchuli-,"(t) to make someone apprehensive, suspicious",,,,,,
1047,ilirat,offering in church,,,,,,
1048,iliri-,(i) to make an offering in church,,,,,,
1049,ilisrat,big pile of donated goods,,,,,,
1050,ilisri-,to donate,,,,,,
1051,ilit-,(t) to learn,,,,,,
1052,ilitagi natchua-*,to observe?,,,,,,
1053,ilitaġi-,(t) to recognize,,,,,,
1054,ilitaqqun,recognition,,,,,,
1055,ilitaqsri-,(i) to recognize,,,,,,
1056,ilitchi-,(i) to learn ,,,,,,
1057,ilitkaa*,to be burning,,,,,,
1058,ilitkaani-,"(t) to learn of, about",,,,,,
1059,iliuaqsruq-,"(t) to improve, fix",,,,,,
1060,iliugawigvik,a filing cabinet,,,,,,
1061,iliuqawiit,"cupboards, shelves",,,,,,
1062,iliuqawik,"drawer, shelf",,,,,,
1063,iliuqhawit,place to put things,,,,,,
1064,iliuqti,carpenter,,,,,,
1065,iliutuyaak-,"(t) to become upset, begin to worry",,,,,,
1066,iliwik*,closet,,,,,,
1067,illaiguti,comb,,,,,,
1068,illaiġutit,comb,,,,,,
1069,illaiq-,to comb,,,,,,
1070,illak-,(i) to become tangled,,,,,,
1071,illaqsraq-,to loiter,,,,,,
1072,illirri-*,"to contribute, donate or make an offering in church",,,,,,
1073,illiwiit,kitchen cabinet,,,,,,
1074,illuq,"cross-cousin, teasing cousin",illuġiit,cross-cousins (plural),,,,
1075,ilqachik,both of you,,,,,,
1076,ilu,"inner part of something, cave",,,,,,
1077,iluaniit-,(i) to be inside,,,,,,
1078,iluaŋit-,"to mend, patch",Ilauŋilaq. ,It is mended.*,,,,
1079,iluapchikairi,"nurse, registered nurse",,,,,,
1080,iluapchikairiqpak,doctor,,,,,,
1081,iluaq-,"to put in, to put through",,,,,,
1082,iluaq-,"(i) to be right correct; to fit right, to be good, nice of a person",,,,,,
1083,iłuaq-,(i) to be right correct; to fit right,,,,,,
1084,iluaqchi-,"(t) to be fixed, repaired, to recove, recuperate; (t) to improve, fix",Iluaqchiruaq.,His/her condition or behavior improved.,,,,
1085,iłuaqsi-,to make it right,,,,,,
1086,iluaqsrigu-,to be energetic,Iluaqsriguruq. ,S/he is energetic.,,,,
1087,iluaqsruq-,"(t) to correct some when s/he has unknowingly erred; to correct rectify, set right",,,,,,
1088,iluilliuqtit-,"to upset, cause someone to worry",,,,,,
1089,ilukitaq-,to juggle,Ilukitaqtuq. ,S/he is juggling. ,,,,
1090,ilulapaaguti,nightshirt,,,,,,
1091,iluliq,"interior, part within",,,,,,
1092,iluŋaruaq,dimple,,,,,,
1093,ilupaaġiit,innermost one,,,,,,
1094,ilupaaq,"inner part of anything; lining, long johns, underwear",,,,,,
1095,ilupaaq-,"(t) to line, cover the inner surface",,,,,,
1096,ilupichuurak,panties,,,,,,
1097,iluqachi,all of you,,,,,,
1098,iluqani,all of it,,,,,,
1099,iluqatiŋ,both of them (as subject),,,,,,
1100,iluqhanuk,both of you,,,,,,
1101,iluqhata,all of us ,,,,,,
1102,iluqhatiŋ,all of them (as subject),,,,,,
1103,iluqnaita,"all of them (as object), all at once, all at the same time",,,,,,
1104,imaġiaġruk,snipe,,,,,,
1105,imaġiaġruq*,semipalmated plover (Charadrius semipalmatus),,,,,,
1106,imaġiaq,"dunlin ""snipe"" (Calidris aplina) ",,,,,,
1107,imaġmiu*,ocean dweller,Imaġmiugurut.,We are ocean dwellers.,,,,
1108,imaġuq-,to become wet or damp ,,,,,,
1109,imaġuqpak-,(i) to become soaking wet ,,,,,,
1110,imaiq-,"to drain, cause to flow out",,,,,,
1111,imait-,(i) to be empty,Imailaq. ,It is empty. ,,,,
1112,imaniq,clam,,,,,,
1113,imaŋmuk-,(i) to proceed into water,,,,,,
1114,imaq-*,drink alcohol like?*,,,,,,
1115,imaqsruk,"pond, out in the sea",,,,,,
1116,imaqtuinaq-*,to be a drunk,Imaqtuinaġuuruq. ,S/he is always drunk.*,,,,
1117,imau-,to be wet,Imauruq.,It is wet.,,,,
1118,imiġaliuq-,(i) to make broth,,,,,,
1119,imigalluataq-*,to be better?,,,,,,
1120,imiġaq,broth,,,,,,
1121,imiġaq-,to drink broth,,,,,,
1122,imiġaqtuq-,(i) to drink broth,,,,,,
1123,imiġiaq,pus,,,,,,
1124,imiġiaq-,(i) to pus to develop in a wound,,,,,,
1125,imiġiliq-,(i) to be drunk,,,,,,
1126,imiġwik,"bar, night club",,,,,,
1127,imikkuik,small water barrel,,,,,,
1128,imikkuikpak,large water barrel,,,,,,
1129,imikuwik,"pitcher, water",,,,,,
1130,imilautauŋit-,for water to not be drinkable,Imilautauŋilaq. ,It's not drinkable. ,,,,
1131,imiliq-,(i) to drink (to start to drink?),,,,,,
1132,imiq,"potable water, fresh water, soft drink, beer, alcohol",,,,,,
1133,imiq-,to drink a soft drink,,,,,,
1134,imiqtaq-,to fetch water,,,,,,
1135,immak-,(i) to get water in one's boots,,,,,,
1136,immau-,to be wet,,,,,,
1137,immauq-,to be wet,,,,,,
1138,immiq-,to fill a container (t),Immiġaa kiutaa. ,S/he is filling his/her tooth.,Iluaqsruġaa immiqłuu kiutaa.,S/he is fixing his/her tooth by filling it. ,,
1139,immiqsi-,to fill out papers?*,,,,,,
1140,immuk,milk,,,,,,
1141,immuk-,to drink milk,Immuktuq. ,S/he is drinking milk. ,,,,
1142,imu-,"(t) to roll or fold up, fold, to roll up one's sleeves",imupłuu,while folding?,,,,
1143,imu-,(t) to wind something into a ball; to fold something; wind,,,,,,
1144,imuchi-,(i) to wind into a ball,,,,,,
1145,imuk-*,to add milk,,,,,,
1146,imulġataq,hem,,,,,,
1147,imulrigataq-*,to hem,,,,,,
1148,imuluagaq,"slovely, sloppy person",,,,,,
1149,imuluagau-,"to be slovenly, sloppy in appearance, of a person",,,,,,
1150,imuluktua,hem,,,,,,
1151,imupłhuu qiluŋautaa*,folded edge of parka border,,,,,,
1152,imuri-,"(i) to fold, to wind into a ball",,,,,,
1153,imuriġaqtuaq,telescope,,,,,,
1154,inaavik,"room, place",,,,,,
1155,inaawiit-,"to have no room, no space",Inaawiilaq. ,There is no room. ,,,,
1156,inaġaitaq-,(i) to go to bed,,,,,,
1157,inai-,(t) to take his/its place,,,,,,
1158,inait-,"(i) to be crowded, no room",,,,,,
1159,inauraaq,toy,,,,,,
1160,inauraaq-,(i) to play,,,,,,
1161,inautaq-,to eat supper (just before you inaq),,,,,,
1162,inautaqchiuraq-,(i) to eat a bedtime snack,,,,,,
1163,inġaq-,"(i) to drain, leak out, ooze",,,,,,
1164,ini,"place, room, house",,,,,,
1165,ini-,(t) to hang ,Iniugai*,S/he is hanging them?,,,,
1166,iniat-,to have no house,Inialaq. ,S/he has no house,,,,
1167,iniġatagaa*,"to end, finishing",,,,,,
1168,iniġniguu-,to have left over fabric,,,,,,
1169,iniġniq,"something leftover, leftover fabric",,,,,,
1170,iniksrit-,(i) to provide with a room,,,,,,
1171,inikuvik,"line, clothesline",,,,,,
1172,inikuwik,"line, clothesline",,,,,,
1173,inilak-*,to be mature,Inilaktuq. ,,,,,
1174,inilaq-*,"(i) to grow up, become an adult",,,,,,
1175,inillak-,(i) to come to pass,,,,,,
1176,inimaaq-,(i) to be hanging,,,,,,
1177,iniq-,"(i) to resign, quit, stop work",,,,,,
1178,iniqłuu,"always, often, regularly, constantly ",Iniqłuu patturuq.,?,Iniqłuu niġiruq. ,S/he always eats. ,Iniqłuu niġichuuguuruŋa. ,I am always eating.?
1179,iniqsrait-,"to have no room, no space",Iniqsrailaq. ,There is no room. ,,,,
1180,iniqsraq-,"(i) to have a room, lodgings",,,,,,
1181,iniqtigun,commandment,,,,,,
1182,iniqtit-,(t) to cause to quit,,,,,,
1183,iniqtuq-,"to be finished, completed",,,,,,
1184,iniri-,(i) to hang,,,,,,
1185,inisi-,(i) to hang,,,,,,
1186,initaq,"clothesline, pole for hanging fish ",,,,,,
1187,inituu-,(i) to be lots of room,,,,,,
1188,inminik umik*,close?,,,,,,
1189,innaġvik,hotel,,,,,,
1190,innaŋa-,to be lying in horizontal position,,,,,,
1191,innaq-,(i) to lie down,,,,,,
1192,innautaq,"dinner or supper, evening meal",,,,,,
1193,innautaq-,(i) to eat dinner,,,,,,
1194,innautchiuq-,to prepare dinner,,,,,,
1195,innitaq,rack to dry fish or meat,,,,,,
1196,inuaq-,"to kill a person, commit murder",Inuaqtuq.,S/he kills a person.,,,,
1197,inuġaaqłhik*,little person ,,,,,,
1198,inugakuttaq*,"dwarf, ""little person""",,,,,,
1199,inuġaqułhiq,little perspn,,,,,,
1200,inugauraq,a finger,,,,,,
1201,inugiak-,"to be numerous, many",,,,,,
1202,inugik-,to be kind,,,,,,
1203,inuguq-,(t) to raise a child,,,,,,
1204,Inuk,Canadian Inuk person,,,,,,
1205,inuk,person,,,,,,
1206,inukpakpak,giant,,,,,,
1207,inulluatauŋilaq,a bad person,,,,,,
1208,inuluatau-,"to be nice, of a person",,,,,,
1209,inuŋŋuaq*,a doll ,,,,,,
1210,inuŋuluuraq,"little person, small person",,,,,,
1211,Inupiaq,Inupiaq person,,,,,,
1212,inuq-,"to fail to reach a destination; to undershoot, fall short",,,,,,
1213,inuu-,"(i) to be alive, of humans, to live reside, survive",,,,,,
1214,iŋilgaan,a long time ago,,,,,,
1215,iŋilġaqpaan,in the ancient past,,,,,,
1216,iŋilgatchaan piliuqtaq,artifact,,,,,,
1217,iŋiq-,(i) to ask for something,,,,,,
1218,iŋiulik,"wave, swell on ocean",,,,,,
1219,iŋmiinaq,"right away, without delay",,,,,,
1220,iŋmiinaq-,to move real fast (Agnes' word),,,,,,
1221,iŋyiq*,beetle (biting),,,,,,
1222,ipalaluk,spider,,,,,,
1223,ipalaluŋaluuraq,small spider ,,,,,,
1224,ipaq-*,to lap,,,,,,
1225,ipchuk-,(t) to shake out,,,,,,
1226,ipchukchi-,(i) to shake out,,,,,,
1227,ipiġalik,keresone lamp,,,,,,
1228,ipiġaq-,"(i, t) to paddle, spank, whip",,,,,,
1229,ipiġaq-,"to release, let go of one's hand",,,,,,
1230,ipiġaq-,"(i) to wade, walk through water",,,,,,
1231,ipiġaqtuq-,"(t) to spank, whip reapeatedly",,,,,,
1232,ipiġaqtuun,a whip,,,,,,
1233,ipiġautaq,a whip,,,,,,
1234,ipik-,"(i) to be sharp, having a sharp point or edge",,,,,,
1235,ipikchaun,"sharpener, whetstone",,,,,,
1236,ipiqtusuk-,(i) to be very sad,,,,,,
1237,ipiutaq,"rod, long willow with string and hook",,,,,,
1238,ipkiq-,"(i) to be dull, not sharp",,,,,,
1239,iplauq,infant seal,,,,,,
1240,ipnaqchiuġayuk,firehawk - can't hear wings,,,,,,
1241,ipqi-,(t) to remove dust from something,,,,,,
1242,ipqipiaqtuat,dirty clothes to be washed,,,,,,
1243,ipqiq-,to clean,,,,,,
1244,ipqiqchaq-,to clean up,,,,,,
1245,ipqit-,(i) to be clean,,,,,,
1246,ipqitpiaq-,(i) to be really clean,,,,,,
1247,ipraġun,muzzle,,,,,,
1248,ipsruq-,"(i, t) to drown",,,,,,
1249,ipu,handle,ipua,its handle,,,,
1250,ipu-,(t) to attach a handle,,,,,,
1251,ipuk-,"to jump on a jumping board, just one time",,,,,,
1252,ipuktaġvik,"place to jump, or time on jumping board",,,,,,
1253,ipuktaq-,"(i) to play mumbletypeg, to jump on a jumping board",,,,,,
1254,ipun,oar,iputik,two oars,,,,
1255,iput-,(i) to row,,,,,,
1256,iqchi-,(i) to be scared,,,,,,
1257,iqchi-*,to be afraid (i),,,,,,
1258,iqchichuilaq-*,"no definition included, brave?",,,,,,
1259,iqchigi-,to be afraid of (t),,,,,,
1260,iqchilaq-,to be afraid,Iqchilaqpaktuŋa. ,I am real scared.,,,,
1261,iqchiligi-*,to become afraid of (t),,,,,,
1262,iqchiliq-,"(i) to become afraid, frightened",,,,,,
1263,iqchiliqpak-,to become very afraid,,,,,,
1264,iqchinailaq,"no definition included, brave?",,,,,,
1265,iqchinaq-,"(i) to be dangerous, frightening, fearsome",Iqchinaqpaktuq. ,It is very dangerous.,,,,
1266,iqchiŋit-,to not be afraid,Iqchiŋailaq. ,S/he is unafraid. ,,,,
1267,iqchipqa-,"(t) to frighten, scare",,,,,,
1268,iqchitaaq-,"(t) to scare, frighten",,,,,,
1269,iqchituu-,"to be easily frightened, timid, wary",,,,,,
1270,iqchtuitpiaq-* ,"(i) no definition included, brave?",,,,,,
1271,iqiġalik*,square,,,,,,
1272,iqiłiq*,"Native American, ""Indian"" ",,,,,,
1273,iqitai-*,"to toss goddie for a scramble, part of Nalukataq celebration",,,,,,
1274,iqqaq-,"(t) to recall, remember, bring to mind",,,,,,
1275,iqqaqtit-,to remind,,,,,,
1276,iqquk,"bottom, buttock of a person",,,,,,
1277,iqsiit-,(i) to be brave,,,,,,
1278,irgaak,eyeglasses,,,,,,
1279,iri,eye,,,,,,
1280,iri-,(i) to drop something,,,,,,
1281,iriq-,to hide,,,,,,
1282,irit-,"to fall, by force of gravity",,,,,,
1283,irragumaŋit-,"to be considerate, conspicuous",Irragumaŋilaq. ,S/he is considerate. ,,,,
1284,irruaq-,(t) to joke*,,,,,,
1285,irruchiq,"custom, habit",irruchiqput,"our custom, our habit, way of being",Irruchiqaqtuq nakuuġituamik. ,S/he has a bad habit.,,
1286,iruqaq-,(i) to fall freely by force of gravity,,,,,,
1287,irvik*,apartment/the place that you pay for that someone else owns,irviga,my apartment,,,,
1288,isigak*,foot (of leg) - not itigak?,,,,,,
1289,isiġvik,"chimney, stovepipe",,,,,,
1290,israqtuu-,"(i) to be broad, real wide",,,,,,
1291,isrri-,"(i) to be very cold, of weather",,,,,,
1292,isruqpak,very deep water,,,,,,
1293,isruqpak-,to be deep,,,,,,
1294,it-,"(i) to be present, in attendance",,,,,,
1295,itaiyuŋiq,swallow (bird),,,,,,
1296,itaŋniaq-,(i) to visit socially,,,,,,
1297,itchaġnitaq,old ivory,,,,,,
1298,itchuk-,to be completed,,,,,,
1299,itchukiŋit-,to fail to do,Itchukiŋilat. ,They failed to do it. ,,,,
1300,itchukłiŋit-,to fail to do ,Itchukłiŋilat. ,They failed to do it. ,,,,
1301,itchuktit-,"(t) to complete, finish it",,,,,,
1302,itchumagik-,(i) to have a good sense of humor; it's a pleasant thing,,,,,,
1303,itiġak,foot,itiġaak,two feet,Itiġaqtuqpaqtuq.* ,he has big feet,,
1304,itiġiaq-,to wake up early,,,,,,
1305,itiq-,"to enter, to jail ",Itiqtuq.,S/he enters.,itiqchiwimun itiġaa.,S/he put him in jail,,
1306,itiq-,"(t) to shove, push",,,,,,
1307,itiqchiri,policeman,,,,,,
1308,itiqchiwik,"jail, jail cell",,,,,,
1309,itiqsraq,something dug in the ground-make a dimple in the ground,,,,,,
1310,itiqtaq,laxative,,,,,,
1311,itiqtaukuwik,prison,,,,,,
1312,itiqtit-,to admit into a dwelling (t),,,,,,
1313,itmaġaaq-,"(t) to investigate, to see if it's really that way",Itmaġaaġiga taimana. ,I'm going to see if it's really that way. ,,,,
1314,itubli-,(i) to sleepwalk,,,,,,
1315,itupli-,(i) to sleepwalk,,,,,,
1316,iuniq,ice pressure ridge,,,,,,
1317,ivġaniq-,(i) to rain,,,,,,
1318,ivġaniuqchuun,raincoat,,,,,,
1319,ivġuchiq,"hipboots, rubber boots",ivġuchikka,my rubber boots,,,,
1320,ivgun,face towel,,,,,,
1321,ivġuq-,to wipe one's hands,Ivġuġlui. ,Wipe your hands. ,,,,
1322,iviġak-,"(t) to humor, indulge someone",,,,,,
1323,ivvaġvik,bathroom,,,,,,
1324,ivvaq-,to bathe,,,,,,
1325,iyaġri,black bear (Ursus americanus),,,,,,
1326,iyaġriq,black bear (Ursus americanus),,,,,,
1327,iyaktik-*,to rummage through things ,,,,,,
1328,iyalu,sinew,,,,,,
1329,iyalui-,(t) to thread it,,,,,,
1330,iyaluksraq,thread,,,,,,
1331,iyaŋniq-,to begin,,,,,,
1332,iyupałhqit*,box,,,,,,
1333,iyupqaŋaruaq*,"cube, square",,,,,,
1334,iyuqtaq-*,to play ice hockey,,,,,,
1335,iyuqtatuġvik*,place to ball ice hockey,,,,,,
1336,kaak-,to be hungry,,,,,,
1337,kaaŋniuliq-,to become hungry,,,,,,
1338,kaaŋniuq-,(i) to be hungry,Kaaŋniuŋilaŋa. ,I'm not hungry. ,,,,
1339,kaaŋniuqpak-,"to starve, to be very hungry",,,,,,
1340,kaataq,a playing card,,,,,,
1341,kaataq-,to play cards,,,,,,
1342,kabluq-,(t) to stab repeatedly,,,,,,
1343,kaivalaut,*stirring stick / spoon,,,,,,
1344,kaiyumik,"muscle, power, strength ",,,,,,
1345,kaiyumikchaun,electricity,,,,,,
1346,kaiyuumik,electricity,,,,,,
1347,kakiat,fork,,,,,,
1348,kakichi-,(i) to pin down ,,,,,,
1349,kakkiilitaq,handkerchief,,,,,,
1350,kakkik,"mucus, slime from nose",,,,,,
1351,kakkik-,to wipe one's nose,,,,,,
1352,kakkilitaq,tissue,,,,,,
1353,kakkin,safety pin,,,,,,
1354,Kalaaliq,Greenlander,,,,,,
1355,kaligat,paper,,,,,,
1356,kaliigam tugluksraa*,envelope,,,,,,
1357,kaliigaŋniqłiku*,blank writing paper,,,,,,
1358,kaliigaq,paper,,,,,,
1359,kalik-,"(i) to drag, tow",,,,,,
1360,kalikchuun,tugboat,,,,,,
1361,kalikchuun umiaq,barge,,,,,,
1362,kalikchuutit,barge,,,,,,
1363,kaliksraq-,"to drag roughly, carelessly",,,,,,
1364,kalit-,"to pull, drag",,,,,,
1365,kalliq,thunder,,,,,,
1366,kalliq-,to thunder,,,,,,
1367,kalukaŋuaq*,"can, five gallon kerosene",,,,,,
1368,kalukaq*,*drum- long ago - they used in WMO area,,,,,,
1369,kama-,(t) to amaze,,,,,,
1370,kamagi-,(t) to obey,,,,,,
1371,kamaġi-,(t) to be impressed,,,,,,
1372,kamagik-,"(i) to be amazed, surprised",,,,,,
1373,kamaġitait-,to deliberately disobey,Kamaġitailaq. ,S/he deliberately disobeys. ,,,,
1374,kamagitaq-,(i) obey,,,,,,
1375,kamaksri-,(i) to obey,,,,,,
1376,kamaksruŋa*,I am amazing,,,,,,
1377,kamanaq-,"(i) to be mighty, bossy ",,,,,,
1378,kamasaaq-,(i) to boast,,,,,,
1379,kamasuutigi-,(t) to be amazed by,,,,,,
1380,kamataq-,(i) to be obidient,,,,,,
1381,kamik,"boot, mukluk, shoe",,,,,,
1382,kamik-,to put boots on,,,,,,
1383,kamilaq-,to remove boots,,,,,,
1384,kamillaaŋa-,(i) to be barefoot,,,,,,
1385,kamillaqtuq-,to take boots off,,,,,,
1386,kammiuq-,to make boots,,,,,,
1387,kanaknaq,northwest wind,,,,,,
1388,kanayunaq,lingcod,,,,,,
1389,kannaa,down there,,,,,,
1390,kannaq,madman,,,,,,
1391,kannuk-,(i) to trip over block ,,,,,,
1392,kanŋałqhit,crumbs,,,,,,
1393,kanŋaq-,to drop crumbs,,,,,,
1394,kanŋuchuk-,"(i) to feel embarrased, ashmed, shy ",Kanŋuchuktitkiga. ,I have made her feel embarrassed. ?,,,,
1395,kanŋuchuktaq-,"(i) to be shy, easily embarrased",,,,,,
1396,kanŋuchuŋit-,to be unashamed,Kanŋuchuŋilaq. ,S/he is unashamed. ,,,,
1397,kanŋuchuutchuk-,"to be bashful, shy",,,,,,
1398,kanŋui-,"(t) to be ashamed of, embarassed about someone",,,,,,
1399,kanŋunaq-,to be embarrassing,,,,,,
1400,kanŋutchai-,(t) to embarrass someone,,,,,,
1401,kanŋutchuli-*,(t) to become ashamed,,,,,,
1402,kanŋuti-,(i) to inform,,,,,,
1403,kanuk-*,(i) to slip?,,,,,,
1404,kanuktaili-*,to hold on in order to steady oneself,,,,,,
1405,kaŋiġalluk,corner,,,,,,
1406,kaŋilipqaq,molar,,,,,,
1407,kaŋiqchi-,to understand the meaning of,,,,,,
1408,kaŋiqchiaq paŋiqtaq,S/he barely understands. ,,,,,,
1409,kaŋiqchichuġnaq-*,"to be clear, understandable",,,,,,
1410,kaŋiqchiġait-,"to be slow, stupid",Kaŋiqchiġailaq. ,"S/he is slow, stupid. ",,,,
1411,kaŋiqchiniqłiq-,(i) to misunderstand,,,,,,
1412,kaŋiqchiŋailaq qaniqlami*,no definition listed,,,,,,
1413,kaŋiqchiŋaiqpak-,"to be slow, stupid",Kaŋiqchiŋaiqpaktuq. ,"S/he is slow, stupid. ",,,,
1414,kaŋiqchiŋit-,to not understand,Kaŋiqchiŋilaa.,S/he doesn't understand it. ,Kaŋiqchimaŋilait. ,definition?,,
1415,kaŋiqchiqanichua*,to gesture to someone waving one's arms to get his/her attention,,,,,,
1416,kaŋiqsimaqłuun,misunderstanding,,,,,,
1417,kaŋiqsipqaq-*,to make understand,Kaŋiqsiqamġachua*,make him understand?,,,,
1418,kapi-,"(t) to immunize, give a shot, stab (once)",Kapigaa. ,S/he gives him/her a shot. ,,,,
1419,kappun,"hypodermic needle, syringe",,,,,,
1420,kappuun,hypodermic needle,,,,,,
1421,kapuun,straight pin,,,,,,
1422,karuutaq,hammer,,,,,,
1423,karuutaq-,to hammer,,,,,,
1424,kasimaniq,"meeting, conference",,,,,,
1425,kasimmati-,"(i) to meet, hold a conference",,,,,,
1426,kasra-,to bump one's head,Kasraruŋa. ,I bump my head. ,,,,
1427,katak-,"to spill, to spill berries to another container",,,,,,
1428,katauqti,"drumstick, used to beat a drum",,,,,,
1429,katchauqti,"drummer, Inupiaq",,,,,,
1430,katikłiugit-,"(t) to connect, join, fit together",,,,,,
1431,katima-,"to hold a conference, gather together ",Katimaruat. ,They held a conference.,Katimarut. ,"They are holding a conference, gathering together. ",,
1432,katimalguiq-,(i) for a relationship to deteriorate,,,,,,
1433,katimaqpak-,"to be a crowd, to have a lot of people gathered",Katimaqpaktut inuit. ,"There is a crowd, there are a lot of people. ",,,,
1434,katinmaruq,"together; nothing ahead, nothing behind",,,,,,
1435,katiqsri-,"(i) to collect, gather things",,,,,,
1436,katit-,"(i) to gather, assemble, congregate of humans; to marry; to join, fit something together",,,,,,
1437,katitaa-,to combine,,,,,,
1438,katitchi-,"(i) to accumulate things; assemble, gather together",,,,,,
1439,katitit-,"(t) to join, fit something together, to marry ",,,,,,
1440,katitsriŋit-,to not gather anything to eat,Katitsriŋilat.,They didn't gather anything to eat. ,,,,
1441,katsru-,to marry,,,,,,
1442,kauk-,to hit with hammer or maul,,,,,,
1443,kauktuq-,to knock,Kauktuqtuq.,S/he knocks. ,,,,
1444,kaumaġvik,pocket,,,,,,
1445,kaumaġvik-,(i) to reach into one's pocket; (t) to reach into his/its pocket,,,,,,
1446,kaumaġviŋmiun,pocket knife,,,,,,
1447,kautuq-,(i) to make a pounding noise,,,,,,
1448,kavraq,"crown of head, top of skull",,,,,,
1449,kawiq-,(i) to be red,,,,,,
1450,kawiqtuq,"something red, the color read",,,,,,
1451,kayauq-,(i) to beg,,,,,,
1452,kayumik-,to be strong,,,,,,
1453,kayumiksi-,(i) to pick up ,,,,,,
1454,kayuqhtuq,red fox (Vulpes fulva),,,,,,
1455,kayuqtuq,red fox (Vulpes fulva),,,,,,
1456,kiamit-,(t) to shove something in a rushed manner; even there's something already,,,,,,
1457,kiaqpaguuruat,insect bites,,,,,,
1458,kiavraaq-,"(i) to be circling overhead; (t) to move in a circle around, above something",,,,,,
1459,kiavralaq-,"to circle once, to move in a circle around or abovem as a bird, airplane",,,,,,
1460,kichaq,anchor,,,,,,
1461,kichiŋŋuq-,"(i) to leave, not take along, to be the only one remaining, to be left alone",,,,,,
1462,kichiu,(i) to be alone,,,,,,
1463,kiggin,clothes pin,,,,,,
1464,kiggitauraak,tweezers,,,,,,
1465,kiggun,answer,,,,,,
1466,kigiunniq*,box,,,,,,
1467,kigraq-*,"(i) to be coarse, to the touch", ,,,,,
1468,kii-,(t) to bite,,,,,,
1469,kiiłiq,insect bite,,,,,,
1470,kiinaq,face; blade of knife,,,,,,
1471,kiiqchiuq-,"(i) to howl, scream, groan in pain",Kiiqchiuqtuq.,S/he is groaning. ,,,,
1472,kiiraq-,(t) to bit something repeatedly,,,,,,
1473,kiirulaq-*,to feel chilled,Kiirulaqsruŋa. ,I am chilled.,,,,
1474,kiisi-,(i) to bite,,,,,,
1475,kiit-,(i) to sink in water,,,,,,
1476,kiitaima,finally,Kiitaima niġiruŋa. ,"Finally, I eat. ",,,,
1477,kiitaimmali,about time! finally!,,,,,,
1478,kiitnaġuaq,a mask,,,,,,
1479,kiitnaġuaq-,to put on a mask,,,,,,
1480,kikiak,nail (piece of metal),,,,,,
1481,kikiak-,(t) to nail,,,,,,
1482,kikiaktui-,(i) hit lots of nails,,,,,,
1483,kikiaktuq-,to hit many times,,,,,,
1484,kikiaktuusruik,a cross,,,,,,
1485,kikkiaqtuq-*,to nail ,,,,,,
1486,kiktuġaq-,"(i) to snap, break, of rope, wire, thread, etc. in two ; (t) to snap, break it = rope, wire, thread, etc. in two ",,,,,,
1487,kiktuġiaq,mosquito,,,,,,
1488,kiktuġiaqchiuti,"Buhach*, mosquito repellant?",,,,,,
1489,kiktuġiiliti,"mosquito dope, mosquito net",,,,,,
1490,kilak-,(t) to cut,,,,,,
1491,kiligvak*,elephant,,,,,,
1492,kiligvakpak*,mammoth,,,,,,
1493,kilik-,(t) to warn,,,,,,
1494,kilikchi-,(i) to warn ,,,,,,
1495,kilimun qipirun,a bandage,,,,,,
1496,kiliq-,"(i) to gash, cut oneself; (t) to cut someone",,,,,,
1497,killi,limit (of time or space),,,,,,
1498,killiaq-,(i) to sew ,Killiaqtuq. ,S/he is sewing. ,,,,
1499,killiaqchichuuti,sewing machine,killiaqchichuutmik,by sewing machine,,,,
1500,killiaqchuun,sewing machine,,,,,,
1501,killiq,"gash, cut, sore on skin",,,,,,
1502,killuaq,rip,,,,,,
1503,killukuaġun,"a mistake, misunderstanding, error",,,,,,
1504,killukuaq-,"(i) to be wrong, mistaken, to make a mistake, err",,,,,,
1505,killutmiunaq,wrong one,,,,,,
1506,kiluaniit-,(i) to be in the area behind the building,,,,,,
1507,kiluuchaq,"lock, key",,,,,,
1508,kiluuchaun,"lock, key",,,,,,
1509,kiluuchiachin,key,,,,,,
1510,kinaliqaa,"anybody, anyone",,,,,,
1511,kinalluq,residue,,,,,,
1512,kinatagun,brakes,,,,,,
1513,kiniq-,"to be thick, of liquid",,,,,,
1514,kinit-,"to dip, soak, or immerse",,,,,,
1515,kinnaŋa-,"(i) to be crazy, mad, foolish",Kinnaŋaruq.,S/he is being foolish. ,,,,
